objectid,objecttype,title,lc,nli,viaf,wiki,filename,creator,date,publisher,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,display_template
hk1055,item,The very best of Olomeinu back pages,,,,,placeholder.jpg,"Fruchter, Yaakov;Mahr, Aryeh;Fedorov-Polonsky, Sofia;Atwood, Akiva;Wicentowski, Deborah",2008,Mahrwood Press,"Jerusalem, Israel",Torah Umesorah Publications,,,,,color illustrations,volumes,31 cm,,,,,At head of title: Our world = Olamenu.;On cover of vol. 1: 1955-2008.,,,v. 1. The biographies ; Adventure on the NY express / [adapted from a book by Devorah Wicentowski] -- v. 2. Short stories ; Stories from the Dubno maggid ; Stories from the Chofetz Chaim.,,Rabbis;Jewish parables;Jewish religious education;North America;Jewish religious fiction;Caricatures and cartoons;Graphic novels,Image;StillImage,image/jpeg,item
hk1056,item,"The Gulf War : comics, the fear, the promise and the miracles",,,,,placeholder.jpg,"Gruner, Levi Yitshak;Brill, Yishayahu;Vorst, Rochel Groner",2016,Malkhut Haketer,"Jerusalem, Israel",,,,,,illustrations,32 pages,31 cm,,,,,,,,,"Comics, The Fear, The Promise, and the Mircles.","Persian Gulf War, 1991;Jewish religious education;Israel;1991",Image;StillImage,image/jpeg,item
hk1057,item,Miri's adventure : a magical and captivating story that subtly hints at life's truths,,,,,placeholder.jpg,"Hass, Estie;Gross, Sherie",2007,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,41 pages,29 cm,,,,,Translation of: ha-Masa' ha-muzar shel Mili.,,,,"A girl invited into a storybook world is bewildered by a almost getting lost in a forest with a marked path, and an illogical castle of make-believe, until she undertakes a steep climb to return home.",Jewish parables;Meaning (Philosophy);Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1058,item,"Rabbi Elazar ben Rashbi : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,69 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Biography;Graphic novels;Haredi and religious literature;Eleazar ben Simeon, active 2nd century",Image;StillImage,image/jpeg,item
hk1059,item,"Rabbi Eliezer Ben Hyrcanus : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,71 pages,24 cm,Tannaim Series,,,,,,,,,Rabbis;Tannaim;Biography;Graphic novels;Haredi and religious literature;Eliezer ben Hyrcanus,Image;StillImage,image/jpeg,item
hk1060,item,"Rabbi Nachum Ish Gam Zu : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,69 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,Tannaim;Rabbis;Graphic novels;Biography;Nahum ish Gamzu,Image;StillImage,image/jpeg,item
hk1061,item,"Rabbi Shimon Ben Shetach : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,71 pages,24 cm,Tannaim Series,,,,,,,,,"Tannaim;Rabbis;Graphic novels;Biography;Simeon ben Shetah, active 1st century BC",Image;StillImage,image/jpeg,item
hk1062,item,"Rabbi Tarfon : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,69 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,"Rabbis;Tannaim;Biography;Graphic novels;Haredi and religious literature;Tarfon, -1AD",Image;StillImage,image/jpeg,item
hk1063,item,"Rabbi Yehuda HaNasi : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,72 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,"Tannaim;Graphic novels;Biography;Judah, ha-Nasi, approximately 135-approximately",Image;StillImage,image/jpeg,item
hk1064,item,"Rabbi Yochanan Ben Zakkai : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,70 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,"Tannaim;Graphic novels;Biography;Johanan ben Zakkai, approximately 30 BC-90 AD",Image;StillImage,image/jpeg,item
hk1065,item,"Rabbi Akiva. Part one : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2023,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,73 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,"Tannaim;Graphic novels;Biography;Akiba ben Joseph, approximately 50-approximately 132",Image;StillImage,image/jpeg,item
hk1066,item,"Rabbi Akiva. Part two : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2023,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,72 pages,24 cm,Tannaim Series,,,,,,Includes bibliographical references in Hebrew and Aramaic.,,,"Tannaim;Graphic novels;Biography;Akiba ben Joseph, approximately 50-approximately 132",Image;StillImage,image/jpeg,item
hk1067,item,One step at a time : and other stories for thinking kids!,,,,,placeholder.jpg,"Stein, Rachel",2014,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,159 pages,23 cm,,,,,,,,,,Jewish ethics;Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk1068,item,"Hillel hazaken : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2021,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,69 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Graphic novels;Biography;Hillel, active 1st century BC-1st century AD",Image;StillImage,image/jpeg,item
hk1069,item,"Rabbi Meir Baal HaNes : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2021,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,70 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Graphic novels;Biography;Meir, active 2nd century",Image;StillImage,image/jpeg,item
hk1070,item,"Rabbi Shimon Bar Yochai : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2021,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,70 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Graphic novels;Biography;Simeon bar Yohai, active 2nd century",Image;StillImage,image/jpeg,item
hk1071,item,The Kichel collection 2 : more wit and whimsy from everyone's favorite family,,,,,placeholder.jpg,"Stein, Bracha;Judowitz, Chani",2021,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,"ix, 102 pages",35 cm,The Kichel collection,2,,,Comic strip.,,,,,Jewish families;Ultra-Orthodox Jews;Jewish wit and humor;Pictorial works;Wit and humor;Graphic novels;Fiction,Image;StillImage,image/jpeg,item
hk1072,item,"Rabbi Gamliel of Yavneh : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,71 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Graphic novels;Biography;Gamaliel II, active 80-110",Image;StillImage,image/jpeg,item
hk1073,item,"Rabbi Pinchas Ben Yair : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,69 pages,24 cm,Tannaim Series,,,,,,,,,Rabbis;Tannaim;Graphic novels;Biography;Phinehas ben Jair,Image;StillImage,image/jpeg,item
hk1074,item,The Kichel collection 3 : more life and laughter from everyone's favorite family,,,,,placeholder.jpg,"Stein, Bracha;Judowitz, Chani",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,"xi, 99 pages",35 cm,,,,,,,,,,Jewish families;Ultra-Orthodox Jews;Jewish wit and humor;Pictorial works;Wit and humor;Graphic novels;Fiction,Image;StillImage,image/jpeg,item
hk1075,item,"Rabbi Chanina Ben Dosa : the story of his life adapted for comics, with sources from Chazal",,,,,placeholder.jpg,"Lamberski, Meir;David, Racheli;David, Brocha",2022,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,71 pages,24 cm,Tannaim Series,,,,,,,,,"Rabbis;Tannaim;Graphic novels;Biography;Hanina ben Dosa, active 1st century",Image;StillImage,image/jpeg,item
hk1076,item,The friend that stayed : a book about empathy,,,,,placeholder.jpg,"Kamman, Chanie;Zivan, Dafne",2023,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations (some color),37 pages,23 x 25 cm,,,,,,,,,,Empathy;Judaism;Friendship;Emotions;Jewish girls,Image;StillImage,image/jpeg,item
hk1077,item,Yossi & Nussi's rainy day dare : learning responsibilty through Pirkei Avos,,,,,placeholder.jpg,"Farkas, Rachel;Nadell, Yocheved",2023,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,39 pages,28 cm,,,,,,,,,,Responsibility;Judaism;Jewish ethics;Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk1078,item,A seder night miracle : a historical tale,,,,,placeholder.jpg,"Rubin, Chedvah;Ehrmann, Naftoli Hertz",2008,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,color illustrations,52 pages,35 cm,,,,,"Translation from Yiddish of: Mah nishtanah ha-lailah ha-zeh, itself adapted from Ein sedermahl vor fuÌˆnfzig Jahren, a story in: Eine ungekannte Welt, ErzaÌˆhlungen aus dem juÌˆdischen Familienleben / von JudaÌˆus.",,,,,Passover;Translations;Alsace (France);France;History;1848-1870;Fiction,Image;StillImage,image/jpeg,item
hk1079,item,Growing with the tree,,,,,placeholder.jpg,"Stein, Rachel;Klineman, Harvey",2011,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",,,,,,illustrations,1 volume,23 x 25 cm,,,,,"A father and son observe that a Tree is a magnificent creation, giving an extra boost to the special once a year blessing on a fruit tree's first blossoms.",,,,,Trees;Judaism;Haredi and religious literature;Conduct of life;Jewish ethics;Father and child,Image;StillImage,image/jpeg,item
hk1080,item,Where there's a will : a novel,,,,,placeholder.jpg,"Rosman, Bracha",2011,Feldheim Publishers,"Jerusalem, Israel;Nanuet, NY",Sapir Press,,,,,,352 pages,24 cm,,,,,"""Originally serialized in Mishpacha Junior""--Title page verso",,,,"Lauren, fifteen, from Beverly Hills, and two younger siblings suddenly lose their parents in an accident. An unknown religious aunt brings them to Brooklyn's Boro Park to live but Lauren has trouble adjusting. She calls to a second aunt to take her away, but that woman has her own financial agenda.",Jewish teenagers;Jewish families;Parents;Death;Siblings;Inheritance and succession;Orthodox Judaism;Nontraditional Judaism;Interfaith relations;Orphans;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1081,item,"What a golem-- : an illustrated adventure story, based on the legends of the Golem of Prague",,,,,placeholder.jpg,"Gold, D (Dovid);Kornblau, Yitzchok;Rozenberg, Yehudah Yudl 1859-1935",2009,Ohrot Publications,"Jerusalem, Israel",,,Feldheim Publishers,Jerusalem ; Nanuet NY,,color illustrations,60 pages,29 cm,,,,,"Translation of: Ezeh golem ... : alilah metsuyeret mevuseset al ""Sipure ha-golem mi-Prag."";""Work based on Niflaos haMaharal wriiten by HaRav Yehuda Yudel Rosenberg [under the name of Yitshak ben Shimshon Kats] ""--Front matter, p. [5].",,,,,"Jewish legends;Golem;Legends;Rabbis;Translations;Jewish religious fiction;Graphic novels;Haredi and religious literature;Fiction;Judah Loew ben Bezalel, approximately 1525-1609",Image;StillImage,image/jpeg,item
hk1082,item,Reb Chaim Brisker : Harav Chaim Soloveichik,,,,,placeholder.jpg,"Meler, Shimon Yosef ben Elimelekh;Weiss, Daniel;Singer, Chaya",2016,Rabbi Shimon Yosef Meller,"Jerusalem, Israel",Feldheim Publishers,"Jerusalem, Israel ; Nanuet, NY",,,,illustrations;facsimiles;portraits,volumes,25 cm,,,,,"""The Wertenteil edition"".;""Originally published in Hebrew as : Rabban shel kol bnei Hagolah"" -- title page verso.;Illustrations on lining papers.",,Includes bibliographical references.,"Volume 1. Reb Chaim's early years, through the development of his unique learning method as a marbitz Torah in Yeshivas Volozhin, until his appointment as Rav of Brisk",,"Rabbis;Belarus;Brest (Belarus);Lithuania;Biography;Soloveichik, Hayyim, 1853-1918",Image;StillImage,image/jpeg,item
hk1083,item,Forever one,,,,,placeholder.jpg,"Altein, Chani",2013,Targum Press,"Jerusalem, Israel",Menucha Publishers,"Brooklyn, NY",,,,,329 pages,24 cm,,,,,,,,,"""Leah Goldberg and Tzippy Weiss are popular seniors whose parents run competing kiruv organizations. When their high school merge, the two girls become classmates, and old animosities quickly surface, turning their classroom into a battleground between them and their friends. Only one girl, Leora Weinstein, seems bothered by the tension. She makes several attempts to create peace, but when all of them fail, her discouragement leads her to take drastic measures."" -- Back cover.",Jewish girls;Conduct of life;Ultra-Orthodox Jews;United States;Return to Orthodox Judaism;Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk1084,item,The best laid plans : and other stories,,,,,placeholder.jpg,"Yudkowsky, Chava Gittel",2017,Targum Press,"Jerusalem, Israel",,,,,,,166 pages,21 cm,,,,,,,,,"""The Best Laid Plans and Other Stories is an engaging collection of stories about growth, acceptance, responsibility, choices, and other constant struggles in our daily lives. Join Shira, Binyamin, Faigy, Tamar, Bentzy, and others as they work out dilemmas in the most incredible ways! Enjoy!""--back cover.",Conduct of life;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1085,item,Homeland defense : a riveting tale of deception and triumph in the times of the second Beis Hamikdash,,,,,placeholder.jpg,"Hameiri, Eliezer;Cohen, Shiri",2017,Tiferet Publishers,"Jerusalem, Israel",,,Gevaldig Publishers,"Brooklyn, NY",,color illustrations,"65, 5 pages",31 cm,I was there,3,,,"""Volume 3 of the I was there series."";On verso of title page: illustrations, Shiri Cohen.;Translation of: Homde ha-aratsot.",,Includes bibliographical references (unnumbered pages 66-71).,,"Binyamin is about to take along trip and his non-Jewish neighbors plot to take over his valuable property. Watch as Greek soldiers lay in wait to ambush Jews who bring gifts to the Beis Hamikdash. And learn how a Jewish family places their faith in Hashem, and their trust is rewarded.--Suspense and excitement are intermingled with relevant facts and halachos ... -- Back cover.",First fruits (Bible);Faith (Judaism);Jewish religious education;Israel;Palestine;To 70 AD;Middle East;Eretz Yisrael;Haredi and religious literature;History;Graphic novels;Religious comics;Educational fiction,Image;StillImage,image/jpeg,item
hk1086,item,My first Haggadah,,,,,placeholder.jpg,"Baifus, Ruth",2014,Tiferet Publishers,"Jerusalem, Israel",,,,,,color illustrations,34 pages,23 cm,,,,,,,,,,Passover;Haredi and religious literature,Image;StillImage,image/jpeg,item
